,측정일시,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
1431,2022-12-02,0.02576,0.01564,0.46,0.00292,19.92,8.68
1432,2022-12-03,0.027679999999999996,0.01276,0.512,0.00268,33.48,21.48
1433,2022-12-04,0.0108,0.02732,0.35600000000000004,0.00256,17.24,6.6
1434,2022-12-05,0.01936,0.01984,0.41200000000000003,0.00296,20.4,9.76
1435,2022-12-06,0.03372,0.011559999999999999,0.512,0.003,27.28,14.48
1436,2022-12-07,0.0282,0.016,0.5,0.00292,34.12,14.24
1437,2022-12-08,0.03672,0.01008,0.568,0.00312,27.52,10.08
1438,2022-12-09,0.03952,0.01108,0.6359999999999999,0.00356,42.24,25.12
1439,2022-12-10,0.03908,0.00892,0.6359999999999999,0.0036,39.96,22.96
1440,2022-12-11,0.02504,0.0172,0.628,0.0038,43.8,25.84
1441,2022-12-12,0.03964,0.0064,0.648,0.0034800000000000005,33.72,21.24
1442,2022-12-13,0.01672,0.022959999999999998,0.36800000000000005,0.00264,204.48,35.92
1443,2022-12-14,0.011159999999999998,0.02308,0.316,0.0027600000000000003,48.12,10.12
1444,2022-12-15,0.0316,0.00604,0.5,0.00256,32.76,19.36
1445,2022-12-16,0.022080000000000002,0.01684,0.48,0.0028400000000000005,29.96,17.24
1446,2022-12-17,0.0172,0.021320000000000002,0.408,0.00296,24.8,13.64
1447,2022-12-18,0.0108,0.02556,0.32799999999999996,0.00288,20.0,8.24
1448,2022-12-19,0.027319999999999997,0.01364,0.47200000000000003,0.00296,22.04,11.92
1449,2022-12-20,0.038599999999999995,0.00732,0.588,0.0032400000000000003,31.52,20.72
1450,2022-12-21,0.03444,0.01016,0.612,0.00288,42.12,29.04
1451,2022-12-22,0.01224,0.02468,0.37200000000000005,0.0026,30.0,14.76
1452,2022-12-23,0.01052,0.027280000000000002,0.304,0.00228,20.0,10.8
1453,2022-12-24,0.0262,0.014119999999999999,0.488,0.0028400000000000005,28.84,18.6
1454,2022-12-25,0.03384,0.01344,0.708,0.003,40.24,30.4
1455,2022-12-26,0.0446,0.00668,0.868,0.0030399999999999997,49.24,37.44
1456,2022-12-27,0.04676,0.00816,0.848,0.0034400000000000003,49.84,36.8
1457,2022-12-28,0.026840000000000003,0.01812,0.52,0.00328,34.76,21.08
1458,2022-12-29,0.03188,0.0132,0.52,0.00364,30.0,18.16
1459,2022-12-30,0.0328,0.01524,0.572,0.0034000000000000002,38.56,27.64
1460,2022-12-31,0.04176,0.00796,0.7440000000000001,0.0035199999999999997,43.76,32.76
1461,2023-01-01,0.023569625628597247,0.022548,0.6464,0.003576,51.84,37.36
1462,2023-01-02,0.018656,0.02044,0.43920000000000003,0.0031119999999999997,24.08,11.36
1463,2023-01-03,0.029564,0.014216,0.5616,0.0032840000000000005,29.56,16.68
1464,2023-01-04,0.040440000000000004,0.010644,0.6796,0.00368,34.84,22.92
1465,2023-01-05,0.05178,0.005504,0.9068,0.0038840000000000003,48.92,35.52
1466,2023-01-06,0.04698,0.011064000000000001,0.8808,0.003812,77.68,61.24
1467,2023-01-07,0.028392,0.022172,0.9396,0.00334,120.56,89.24
1468,2023-01-08,0.03588,0.011104000000000001,0.8408,0.003084,131.92,58.0
1469,2023-01-09,0.030428,0.016004,0.6652,0.003432,94.04,39.96
1470,2023-01-10,0.04323417996268593,0.008595956743162308,0.7353202639497041,0.003651270323964544,60.246526792008666,32.40027836628306
1471,2023-01-11,0.060904377468628874,0.004940308606027982,0.9774967517458919,0.004267622602314975,73.6083419329343,47.941503954819865
1472,2023-01-12,0.05565798764219153,0.0061508977896741705,0.879602360938572,0.00402070553729785,63.44683608358909,43.95176653858012
1473,2023-01-13,0.036022099458380676,0.007280831294479945,0.7009082429314859,0.0033549096845617173,21.2944122851498,12.986796023519116
1474,2023-01-14,0.023080418846859213,0.011707898237896287,0.5925612439746276,0.0029693546535727714,12.33647239322331,7.588977463119826
1475,2023-01-15,0.013742945975449701,0.01958548797415014,0.39905791055075385,0.0024308481173210723,13.65295999923478,9.655236927514556
1476,2023-01-16,0.01594526357654967,0.023864548402318747,0.4042897709101695,0.0026172198800112406,21.623599880690747,12.799591333275435
1477,2023-01-17,0.033595573562846634,0.009619349703490066,0.5407750183591075,0.002834712554458361,32.23788484374018,17.655207429948383
1478,2023-01-18,0.030305439716092626,0.014308422151087115,0.589581408432142,0.0030368148907538328,53.481498726632225,24.767648627095358
1479,2023-01-19,0.033512735906302375,0.015212129029728454,0.6243224831395937,0.0031685893004224637,62.23549242225292,25.518527517552556
1480,2023-01-20,0.013409414599803895,0.02612947116391411,0.38144945996516816,0.0025949188609840214,65.6135542709139,17.377114041855883
1481,2023-01-21,0.023009667006290993,0.016581806385346662,0.4436227978974192,0.0025675174429133875,23.854689599980674,10.822594527682881
1482,2023-01-22,0.024609860922448202,0.01697639329348831,0.43893945027480713,0.002485204726956729,27.490397680543598,12.454845941443736
1483,2023-01-23,0.024031596453400063,0.018601499286231418,0.5788103284076922,0.002664884044764458,53.91417578585615,29.289504249089077
1484,2023-01-24,0.006769002148070587,0.02963934737848776,0.3340759710717822,0.002360141728322469,28.286404580501248,10.529069265072646
1485,2023-01-25,0.023528556177064727,0.01778308694140553,0.42374881874463766,0.0025479339749645454,21.445887101011472,8.60545002432476
1486,2023-01-26,0.03380333111005265,0.007312325222473388,0.5137010699119346,0.0023658324988824115,30.794514070820863,19.361332811407916
1487,2023-01-27,0.016695051608076328,0.02398653102789967,0.4724183867414833,0.002968513786468789,39.33402966990288,19.47619688844276
1488,2023-01-28,0.018188490581733247,0.02188126925724811,0.414459257197124,0.0029756626288630662,38.00566864713724,12.34460747718277
1489,2023-01-29,0.022564043573851958,0.019659590732267803,0.5074153823315101,0.0031295975378356614,45.92127222920644,14.975975579936962
1490,2023-01-30,0.024926771263665447,0.019406997924099875,0.5067227529645472,0.0031984624553459927,43.17315529198876,16.325342412710068
1491,2023-01-31,0.03296712922714012,0.017287109405428592,0.5201536399679741,0.0032077655967756645,37.9333511836468,15.868644346744416
1492,2023-02-01,0.021123965570390243,0.028532967343108683,0.5586082261023345,0.0028001151468016626,65.73683142715849,36.31869636743812
1493,2023-02-02,0.019084559289609934,0.02076193602594667,0.42705468099168464,0.0026815177821029935,42.429039436360355,16.011171432872732
1494,2023-02-03,0.02515885248626834,0.017375612396038395,0.49651816070241744,0.0030931726774344427,39.36255698454002,19.23036371677066
1495,2023-02-04,0.031296419540271445,0.018602728512651833,0.5887904085078793,0.003339716743185734,39.39584454709877,25.680864637898043
1496,2023-02-05,0.03792230741953467,0.0201971561225,0.7843700103422866,0.0034244504209409526,66.21428742248926,50.16083859726748
1497,2023-02-06,0.04561013219710799,0.01601761458450466,0.8480764036898139,0.0033308825256101455,78.74237290555608,59.5030176311185
1498,2023-02-07,0.04469547794927554,0.015337659661593783,0.8096653665147642,0.003156502551770073,79.33123469062903,60.20236126165876
1499,2023-02-08,0.030900865487183068,0.020984721218412206,0.7208715777127604,0.003231623781202275,68.66205734292697,50.157987896794026
1500,2023-02-09,0.027651347344658718,0.022487718000502054,0.486352227894333,0.0030954155762834418,36.177505088745576,23.268673798983805
1501,2023-02-10,0.0206456966019805,0.02576428323887276,0.4020568176578764,0.002520211261040205,22.14964788868937,16.37907793536931
1502,2023-02-11,0.038796764455482184,0.01235260835240687,0.6664890148677749,0.0028356230679982197,44.701326605077156,35.06065810075372
1503,2023-02-12,0.03349422993131754,0.01819025095637265,0.7701784317663299,0.0027717649979284984,69.62949453732762,57.26476598386967
1504,2023-02-13,0.024438354981969734,0.02599401436271802,0.5731102615541814,0.002659358941544117,33.61469382566871,23.208670697286802
1505,2023-02-14,0.01902428117697415,0.02647869437775837,0.4896814198014582,0.00312388615014152,37.705663906805086,24.039440045346215
1506,2023-02-15,0.01966392885827079,0.026065233933048257,0.3546926399544074,0.0024683896678308085,16.916373552088864,9.466294067427889
1507,2023-02-16,0.02410228740386065,0.023410233942454572,0.40188038933066955,0.002692709840951742,28.09091652249674,18.316196467004477
1508,2023-02-17,0.04030758230773581,0.014947349211609038,0.5768135661889875,0.002944830747819944,45.30975840090138,31.985908400175
1509,2023-02-18,0.05168724594780184,0.005656885843238567,0.8450173828452102,0.0033637314899081523,83.59424673620352,64.24703076578986
1510,2023-02-19,0.018152100429021392,0.03277745175002894,0.46748369800959166,0.0028969306403063794,47.545245764459104,33.81237504380575
1511,2023-02-20,0.01447995442649948,0.03053946928958481,0.34793412836872134,0.0026909931618072907,37.62410610942141,9.226776310013582
1512,2023-02-21,0.020874385630370654,0.02484729784442477,0.3888667372461719,0.002891151517117815,30.247500384025585,15.312777959768493
1513,2023-02-22,0.038332000000000005,0.016608,0.5655003113388085,0.003471548771482606,42.28,26.4
1514,2023-02-23,0.028372,0.025728,0.4715500837583,0.0031217364063365048,40.72,24.2
1515,2023-02-24,0.021532,0.029352,0.4674599097575438,0.0028840325212056016,50.28,29.36
1516,2023-02-25,0.014212,0.031424,0.4055049179683787,0.003066953870565036,36.96,18.24
1517,2023-02-26,0.021892000000000002,0.027768,0.49533419623751795,0.0031993203416280946,36.16,21.2
1518,2023-02-27,0.042484,0.016635999999999998,0.622354234357689,0.0035324697769534476,47.16,30.92
1519,2023-02-28,0.036092,0.022044,0.5601219486299498,0.003216,36.72,24.4
1520,2023-03-01,0.018088,0.032836,0.3881906096651449,0.0027728260139797136,34.48,18.28
1521,2023-03-02,0.01386,0.032232,0.33693253405867457,0.002744,50.32,10.76
1522,2023-03-03,0.026903999999999997,0.023888,0.44815759321380766,0.002936,39.08,15.76
1523,2023-03-04,0.031772,0.026272000000000004,0.5841687709598158,0.003196,68.32,40.56
1524,2023-03-05,0.033916,0.031091999999999998,0.6542372900060647,0.003256,71.0,48.0
1525,2023-03-06,0.04117200000000001,0.030032,0.5983054743419559,0.0037199999999999998,54.36,32.6
1526,2023-03-07,0.035468,0.033116,0.5620801097695945,0.0034879999999999998,61.36,32.36
1527,2023-03-08,0.033428,0.03454,0.5553486100871499,0.00343002836958611,62.88,30.24
1528,2023-03-09,0.030647999999999998,0.027356,0.552,0.0027400000000000002,62.16,41.4
1529,2023-03-10,0.037256,0.026600000000000002,0.7103999999999999,0.003464,91.96,53.28
1530,2023-03-11,0.033832,0.044135999999999995,0.6792,0.00365902092872485,97.76,52.04
1531,2023-03-12,0.012048000000000001,0.046524,0.4636,0.002728,54.04,24.6
1532,2023-03-13,0.013204,0.033176000000000004,0.31679999999999997,0.00262,32.68,7.84
1533,2023-03-14,0.019772,0.03296,0.368,0.0027800000000000004,40.56,9.64
1534,2023-03-15,0.023532,0.027319999999999997,0.4472,0.0028200000000000005,45.6,12.0
1535,2023-03-16,0.01466,0.031796,0.3624,0.002788,58.52,10.4
1536,2023-03-17,0.022268,0.025920000000000002,0.4324,0.0030359999999999996,41.72,14.96
1537,2023-03-18,0.02008,0.031676,0.5444,0.003376,59.36,28.68
1538,2023-03-19,0.024952000000000002,0.037528,0.7364,0.003408,93.6,60.56
1539,2023-03-20,0.041452,0.025060000000000002,0.7632000000000001,0.003392,84.28,60.32
1540,2023-03-21,0.045992,0.028608,0.672,0.0036680000000000003,62.0,36.8
1541,2023-03-22,0.04194,0.030904,0.6944,0.00374,66.08,36.56
1542,2023-03-23,0.018648,0.036388,0.5072,0.003292,108.36,28.68
1543,2023-03-24,0.020987999999999996,0.026976,0.4428,0.0032519999999999997,137.12,25.48
1544,2023-03-25,0.017937749423638013,0.03116,0.4290551138203608,0.002928,97.6,25.68
1545,2023-03-26,0.009460000000000001,0.041844,0.3644,0.002908,59.04,15.44
1546,2023-03-27,0.019056,0.040976,0.4132,0.003152,46.56,19.88
1547,2023-03-28,0.029443999999999998,0.03212,0.48285996056871433,0.0032519999999999997,64.6,28.24
1548,2023-03-29,0.034148,0.033684,0.5464,0.003548,79.52,38.44
1549,2023-03-30,0.036148,0.039972,0.5952,0.00368,77.96,39.04
1550,2023-03-31,0.036624,0.04697200000000001,0.5912,0.003624,97.44,47.16
1551,2023-04-01,0.037004,0.043415999999999996,0.6192,0.003802144833565768,87.44,48.76
1552,2023-04-02,0.019832000000000002,0.04716,0.4384,0.0029852194141419984,46.4,29.88
1553,2023-04-03,0.024163999999999998,0.046216,0.4283260512206968,0.003089579045473087,46.48,31.64
1554,2023-04-04,0.017332,0.046908000000000005,0.3704,0.002908042844099627,36.44,21.4
1555,2023-04-05,0.013651118868273717,0.034036,0.40880000000000005,0.0023786679117085855,17.72,11.28
1556,2023-04-06,0.017624,0.034204,0.653540411564771,0.0022452589074819828,58.28,49.2
1557,2023-04-07,0.018192,0.03728,0.5044,0.00269598917320014,78.84,47.72
1558,2023-04-08,0.013972,0.036108,0.3144,0.0025080000000000002,37.36,7.16
1559,2023-04-09,0.016224000000000002,0.039332,0.4204,0.003068,57.92,15.6
1560,2023-04-10,0.02104,0.04325999999999999,0.4104,0.0030080000000000003,44.96,17.4
1561,2023-04-11,0.015336,0.038296000000000004,0.33,0.002600763940755069,62.64,18.0
1562,2023-04-12,0.019608,0.029047999999999997,0.33039999999999997,0.002510447243188461,260.48,29.52
1563,2023-04-13,0.03072,0.022204,0.446,0.003274201787011215,187.44,26.48
1564,2023-04-14,0.028900000000000002,0.032172,0.4608,0.0033601598022318198,91.16,19.24
1565,2023-04-15,0.019948,0.032028,0.44,0.0025798496420455807,58.12,19.88
1566,2023-04-16,0.01302,0.041471999999999995,0.4089616296144085,0.002371189631683158,105.4,29.80133666151768
1567,2023-04-17,0.020575999999999997,0.041264,0.426,0.0030345049867329236,98.76,27.68
1568,2023-04-18,0.018308,0.033564,0.44839999999999997,0.0024,42.56,17.0
1569,2023-04-19,0.01878,0.041488,0.4484,0.0025679999999999995,34.76,16.8
1570,2023-04-20,0.015632,0.032648,0.3948562561786257,0.0023799999999999997,23.24,12.52
1571,2023-04-21,0.01154,0.038424,0.3428,0.0025840000000000004,54.88,13.84
1572,2023-04-22,0.011136,0.040979999999999996,0.28303711071131116,0.00254,53.72,11.64
1573,2023-04-23,0.014152,0.03666,0.33954453830323167,0.002688,51.96,14.32
1574,2023-04-24,0.013372,0.042112,0.3174061309641943,0.002836,49.48,14.88
1575,2023-04-25,0.019168,0.032624,0.35840000000000005,0.002688,32.2,14.44
1576,2023-04-26,0.012764,0.038884,0.3368,0.002268,26.96,12.92
1577,2023-04-27,0.025048,0.0331,0.45880000000000004,0.002724,36.12,20.72
1578,2023-04-28,0.025084,0.037056,0.45880000000000004,0.003024,34.44,16.2
1579,2023-04-29,0.012851999999999999,0.032704,0.374103992723061,0.0022919999999999998,26.16,12.0
1580,2023-04-30,0.009692000000000001,0.046184,0.3424957598776041,0.002492,36.88,12.72
1581,2023-05-01,0.013340000000000001,0.041525624800242064,0.3553046633395732,0.0025879999999999996,43.08,16.84
1582,2023-05-02,0.02576,0.033733029531688954,0.396,0.002904,29.72,12.04
1583,2023-05-03,0.025415999999999998,0.03764634357545173,0.41840000000000005,0.0032519999999999997,39.0,17.04
1584,2023-05-04,0.015328,0.043632,0.34815248840539653,0.002696,41.4,21.32
1585,2023-05-05,0.010296000000000001,0.02162,0.313654952133094,0.0022919999999999998,10.96,4.44
1586,2023-05-06,0.007068,0.040827999999999996,0.3037561898026105,0.0021,12.4,6.64
1587,2023-05-07,0.010811999999999999,0.039676,0.3278140059784483,0.002172,30.98744062978302,23.54400823902428
1588,2023-05-08,0.023927999999999998,0.029416,0.40149141438479186,0.002772,33.84900981924896,21.90229897430522
1589,2023-05-09,0.028668,0.045267999999999996,0.4664763816675555,0.0034799999999999996,49.28,28.2
1590,2023-05-10,0.026124,0.04754800000000001,0.4636985680691961,0.003584,53.68,31.8
1591,2023-05-11,0.024868,0.052927999999999996,0.45880000000000004,0.004,48.6,25.44
1592,2023-05-12,0.029932,0.044227999999999996,0.488,0.004416,52.04,30.76
1593,2023-05-13,0.014884,0.052488,0.3776,0.0032040000000000003,39.24,23.8
1594,2023-05-14,0.012844,0.047712000000000004,0.3342538896065351,0.003064,22.32,12.52
1595,2023-05-15,0.019936,0.054124,0.3994813771907599,0.003004,36.0,20.04
1596,2023-05-16,0.019004,0.07344,0.47174774986436646,0.0032840000000000005,55.52,31.16
1597,2023-05-17,0.012596000000000001,0.044640000000000006,0.36542144323419634,0.002904,35.16,14.28
1598,2023-05-18,0.013176,0.032292,0.33866586163613976,0.0025280000000000003,33.72,18.12
1599,2023-05-19,0.010988,0.043676000000000006,0.3105173727803701,0.0024311487918321295,21.88,12.16
1600,2023-05-20,0.012336,0.04494,0.34330145948826746,0.002708,23.72,13.88
1601,2023-05-21,0.007907531018544718,0.046584,0.33322058515382574,0.0025840000000000004,71.16,21.44
1602,2023-05-22,0.015976,0.036224,0.38653536807006894,0.0027760000000000003,124.08,29.76
1603,2023-05-23,0.016628,0.03614,0.32280000000000003,0.00264,62.56,15.72
1604,2023-05-24,0.024232,0.040796,0.41915739706348204,0.003572,37.68,16.48
1605,2023-05-25,0.015304,0.052868000000000005,0.33610551074629025,0.0031,32.96,13.2
1606,2023-05-26,0.014732,0.053044,0.33538926502618943,0.002884,29.88,12.52
1607,2023-05-27,0.019836,0.022528000000000003,0.42993939660989766,0.0025879999999999996,29.32,15.52
1608,2023-05-28,0.010407999999999999,0.018604,0.3191021138793832,0.002244,9.92,4.96
1609,2023-05-29,0.013712095023264084,0.019228000000000002,0.36678019969346143,0.00232,11.84,5.24
1610,2023-05-30,0.01601504963293178,0.026160000000000003,0.4210795436656941,0.0025800000000000003,35.24,19.32
1611,2023-05-31,0.013859999999999999,0.042935999999999995,0.34170483935597595,0.0025440000000000003,27.12,12.76
1612,2023-06-01,0.01884,0.045928000000000004,0.42719999999999997,0.0028039999999999996,37.44,21.44
1613,2023-06-02,0.013384,0.04430799999999999,0.3636,0.00248,30.24,16.4
1614,2023-06-03,0.013015999999999998,0.04796,0.3562542079106854,0.0028630503454231005,32.68,13.48
1615,2023-06-04,0.009974526177508406,0.067568,0.38301366473336657,0.003043861351503254,35.36,17.92
1616,2023-06-05,0.012944,0.054256,0.34448864862471845,0.0028427080724152147,29.56,14.72
1617,2023-06-06,0.008628,0.056479999999999995,0.2923584673459411,0.0025532835913048128,19.52,10.04
1618,2023-06-07,0.013464,0.052919999999999995,0.37816917175730547,0.0024953283697694514,33.32,19.08
1619,2023-06-08,0.012568,0.041887999999999995,0.37424460786476194,0.002574415182005739,20.28,11.28
1620,2023-06-09,0.015216,0.057192,0.3932,0.002532,23.24,12.64
1621,2023-06-10,0.014736,0.061799999999999994,0.4328,0.002668,33.16,20.12
1622,2023-06-11,0.008504,0.056188,0.37479999999999997,0.0023480000000000003,20.6,13.055786650791571
1623,2023-06-12,0.017891999999999998,0.046071999999999995,0.43079999999999996,0.0028039999999999996,29.2,17.88
1624,2023-06-13,0.015004,0.048423999999999995,0.3768,0.002752,25.96,14.92
1625,2023-06-14,0.016956,0.04364,0.40240000000000004,0.0025879999999999996,28.8,18.32
1626,2023-06-15,0.017696,0.043643999999999995,0.4132,0.0027400000000000002,30.12,19.48
1627,2023-06-16,0.01644,0.048179999999999994,0.3864,0.002908,25.36,15.8
1628,2023-06-17,0.018552,0.048128000000000004,0.37520000000000003,0.002948,21.307257300664467,12.44
1629,2023-06-18,0.012912,0.0482,0.3924,0.0028959999999999997,26.48,16.04
1630,2023-06-19,0.01822,0.063948,0.4824,0.003084,44.48,28.48
1631,2023-06-20,0.019436,0.03828,0.4372,0.003128,34.96,21.24
1632,2023-06-21,0.011508000000000001,0.022387999999999998,0.3308,0.002444,10.693620087126957,5.16
1633,2023-06-22,0.011444000000000001,0.030324,0.3428,0.0026079999999999996,18.92,9.16
1634,2023-06-23,0.016804,0.043823999999999995,0.47840000000000005,0.0026079999999999996,32.92,21.8
1635,2023-06-24,0.014956,0.056164,0.4532,0.0028079999999999997,36.48,25.24
1636,2023-06-25,0.010304,0.05144,0.418,0.00266,30.64,22.0
1637,2023-06-26,0.011231999999999999,0.030539999999999998,0.3608,0.002492,16.28,9.52
1638,2023-06-27,0.010116,0.050584,0.33803491809146297,0.00256,20.587122751679402,9.8
1639,2023-06-28,0.01208,0.049268,0.3945434598342781,0.0025840000000000004,30.8,21.08
1640,2023-06-29,0.012896000000000001,0.035339999999999996,0.3876,0.0024,33.24,22.24
1641,2023-06-30,0.015596,0.049188,0.44880000000000003,0.002484,35.04,23.36
1642,2023-07-01,0.014028,0.046967999999999996,0.4092,0.002724,26.68,17.48
1643,2023-07-02,0.011219999999999999,0.037244,0.3578900497052812,0.0026119999999999997,19.4,13.04
1644,2023-07-03,0.015508,0.049604,0.40596877734585407,0.0026040000000000004,31.56,20.4
1645,2023-07-04,0.015283999999999999,0.036416,0.4056501770703965,0.002672,31.84,23.4
1646,2023-07-05,0.009632,0.053680000000000005,0.3881092356335018,0.002524,24.64,13.2
1647,2023-07-06,0.012752,0.0703,0.5192,0.003004,45.6,26.44
1648,2023-07-07,0.01638,0.050556000000000004,0.4484,0.0030120000000000004,40.52,20.0
1649,2023-07-08,0.010644,0.042244000000000004,0.3310020509184353,0.0026040000000000004,11.68,6.12
1650,2023-07-09,0.009856,0.042187999999999996,0.348,0.0024360000000000002,15.8,9.16
1651,2023-07-10,0.014144,0.052944,0.41960000000000003,0.002616,32.28,20.12
1652,2023-07-11,0.016819999999999998,0.040804,0.3892,0.0026239999999999996,19.28,10.72
1653,2023-07-12,0.018076000000000002,0.034712,0.3704,0.002644,23.48,14.72
1654,2023-07-13,0.019927999999999998,0.017596,0.39759999999999995,0.0026119999999999997,23.68,15.68
1655,2023-07-14,0.011812,0.027951999999999998,0.3176,0.00246,15.48,9.2
1656,2023-07-15,0.010244,0.03612,0.364,0.00248,21.88,13.44
1657,2023-07-16,0.010032000000000001,0.034916,0.3344,0.0025919999999999997,30.12,16.16
1658,2023-07-17,0.016248,0.024568,0.33799999999999997,0.002724,25.36,14.28
1659,2023-07-18,0.014544,0.010924,0.29960000000000003,0.002616,15.88,8.24
1660,2023-07-19,0.014116,0.02988,0.36211455640260487,0.0027600000000000003,28.24,16.28
1661,2023-07-20,0.020604,0.049136,0.5223601154799957,0.00302,55.36,39.4
1662,2023-07-21,0.020808,0.074812,0.5670150962827687,0.0031,61.04,46.72
1663,2023-07-22,0.009604,0.037928,0.3353302414202484,0.0029920000000000003,29.4,20.96
1664,2023-07-23,0.00734,0.011132,0.23743830499934954,0.002432,9.28,4.52
1665,2023-07-24,0.012088000000000002,0.034512,0.3244724287772134,0.002704,20.6,13.48
1666,2023-07-25,0.01106,0.024032,0.2716,0.002672,17.84,10.36
1667,2023-07-26,0.011584,0.01566,0.25056662428513254,0.002704,12.56,5.52
1668,2023-07-27,0.014116,0.026012,0.2928,0.0028559999999999996,20.76,12.36
1669,2023-07-28,0.014164000000000001,0.025876,0.30519999999999997,0.003332,31.0,21.96
1670,2023-07-29,0.010920000000000001,0.026036,0.2756,0.0033039999999999996,28.04,21.08
1671,2023-07-30,0.009507999999999999,0.031736,0.26839999999999997,0.00254,14.56,9.32
1672,2023-07-31,0.014176,0.037564,0.33240000000000003,0.0027760000000000003,28.72,21.32
1673,2023-08-01,0.013472,0.048780000000000004,0.33039999999999997,0.0025679999999999995,27.92,20.84
1674,2023-08-02,0.015592,0.032684000000000005,0.33,0.002788,33.32,24.16
1675,2023-08-03,0.014204000000000001,0.024112,0.2656,0.0028799999999999997,22.0,14.64
1676,2023-08-04,0.013628,0.025488,0.268,0.002952,20.08,12.52
1677,2023-08-05,0.009344,0.026916,0.24189872443713178,0.002912,19.96,12.72
1678,2023-08-06,0.00946622029672272,0.03368,0.27860189872236585,0.002492,21.68,15.24
1679,2023-08-07,0.008448,0.025076,0.2412,0.002492,10.975209921279967,5.8
1680,2023-08-08,0.007357729439004339,0.0256928832390728,0.22429094697578042,0.0024908387680685016,7.85251255442241,3.205910743256191
1681,2023-08-09,0.0079,0.018924,0.2332,0.002516,7.76,3.08
1682,2023-08-10,0.007495999999999999,0.032780000000000004,0.2348,0.002384,4.72,1.64
1683,2023-08-11,0.012103999999999998,0.031584,0.3568,0.002532,16.2,9.28
1684,2023-08-12,0.012872000000000001,0.031168,0.3508,0.00248,18.36,10.92
1685,2023-08-13,0.010212,0.038528,0.411859838306316,0.00254,27.16,17.6
1686,2023-08-14,0.014664,0.040679999999999994,0.48458777501327005,0.002712,39.84,27.56
1687,2023-08-15,0.008992,0.033971999999999995,0.35086743501279594,0.0025640000000000003,24.96,15.96
1688,2023-08-16,0.011436,0.030968,0.33853355126497237,0.0026279999999999997,17.68,9.8
1689,2023-08-17,0.015612,0.047908,0.468037362347831,0.002836,25.32,17.0
1690,2023-08-18,0.017787999999999998,0.055355877573335134,0.48030034536620825,0.002908,35.54718212617925,25.8
1691,2023-08-19,0.015780000000000002,0.047392000000000004,0.42494952552471965,0.003104,27.44,19.04
1692,2023-08-20,0.010192000000000001,0.043343999999999994,0.38455929034262887,0.002744,26.04,17.92
1693,2023-08-21,0.013588,0.032052,0.3493430719478724,0.002708,25.04,16.28
1694,2023-08-22,0.011684000000000002,0.02128,0.2745560422755081,0.002732,19.24,12.64
1695,2023-08-23,0.0121,0.027164,0.30736463164447886,0.0024879999999999998,10.64,6.16
1696,2023-08-24,0.009496,0.035216,0.3013450981650711,0.002448,6.868008733027502,2.6
1697,2023-08-25,0.011608,0.036351999999999995,0.35766145514600467,0.0026040000000000004,17.44,8.32
1698,2023-08-26,0.011476,0.06518,0.5106430437945919,0.0028399999999999996,38.12,24.16
1699,2023-08-27,0.01002,0.03896,0.43390987829527383,0.0026279999999999997,28.4,18.76
1700,2023-08-28,0.011053295962506905,0.02702,0.32870635514424223,0.002432,14.64,8.32
1701,2023-08-29,0.012036801770723114,0.019144,0.2972044000591198,0.0024879999999999998,13.72,7.04
1702,2023-08-30,0.018204,0.021972000000000002,0.4263616008591856,0.002644,19.04,9.48
1703,2023-08-31,0.015876,0.031312,0.38775613264973025,0.0028000000000000004,22.36,12.08
1704,2023-09-01,0.014787999999999999,0.035292,0.408,0.002716,26.24,13.72
1705,2023-09-02,0.01486,0.040119999999999996,0.424,0.0025800000000000003,28.76,17.2
1706,2023-09-03,0.010354851271104849,0.025488,0.37160000000000004,0.002428,17.72,11.16
1707,2023-09-04,0.013576,0.017956,0.366,0.002496,17.32,8.84
1708,2023-09-05,0.013312,0.0248,0.322,0.002512,17.04,8.36
1709,2023-09-06,0.011984,0.023944,0.3344,0.002512,18.36,9.16
1710,2023-09-07,0.011608,0.033388,0.34159999999999996,0.002428,19.2,9.68
1711,2023-09-08,0.013824000000000001,0.035612,0.33840000000000003,0.0025480000000000004,17.56,8.2
1712,2023-09-09,0.015972,0.041235999999999995,0.41960000000000003,0.0027800000000000004,30.24,16.44
1713,2023-09-10,0.013472,0.050868000000000003,0.4472,0.002948,34.76,22.44
1714,2023-09-11,0.015972,0.042876000000000004,0.39799999999999996,0.0027760000000000003,30.0,19.0
1715,2023-09-12,0.016452,0.038528,0.3772,0.0027400000000000002,28.68,16.28
1716,2023-09-13,0.017904,0.028136,0.3764,0.0026079999999999996,22.33078776912019,14.090162847110989
1717,2023-09-14,0.010548,0.029896000000000002,0.29356872282547575,0.0024360000000000002,8.48,2.64
1718,2023-09-15,0.012127999999999998,0.026520000000000002,0.3056958960697078,0.0023799999999999997,9.6,3.777345761868203
1719,2023-09-16,0.013108,0.018256,0.3528,0.002416,10.72,5.12
1720,2023-09-17,0.010968,0.035859999999999996,0.35960000000000003,0.0026279999999999997,13.96,9.495448596558298
1721,2023-09-18,0.014872000000000002,0.032032,0.3604,0.003,18.36,10.84
1722,2023-09-19,0.017169567078841062,0.03891529734747837,0.38531819342384394,0.002776676927539266,27.223871344033622,16.470625077383968
